2024-10-17 10:34:40, 3.3505857
2024-10-17 10:34:42, 51.470722
2024-10-17 10:34:44, 86.90343
2024-10-17 10:34:46, 21.887129
2024-10-17 10:34:48, 5.664253
2024-10-17 10:34:50, 64.6427
2024-10-17 10:34:52, 37.99503
2024-10-17 10:34:54, 33.755814
2024-10-17 10:34:56, 87.30552
2024-10-17 10:34:58, 63.970608
2024-10-17 10:35:00, 25.206482
2024-10-17 10:35:02, 23.510033
2024-10-17 10:35:04, 89.22223
2024-10-17 10:35:06, 4.585284
2024-10-17 10:35:08, 31.280338
2024-10-17 10:35:10, 4.492813
2024-10-17 10:35:12, 7.10538
2024-10-17 10:35:14, 13.651144
2024-10-17 10:35:16, 36.439926
2024-10-17 10:35:18, 45.260193
2024-10-17 10:35:20, 68.44439
2024-10-17 10:35:22, 1.2433648
2024-10-17 10:35:24, 9.4417515
2024-10-17 10:35:26, 93.66475
2024-10-17 10:35:28, 68.18815
2024-10-17 10:35:30, 77.99431
2024-10-17 10:35:32, 55.112297
2024-10-17 10:35:34, 75.660194
2024-10-17 10:35:36, 82.26203
2024-10-17 10:35:38, 13.590932
2024-10-17 10:35:40, 69.71329
2024-10-17 10:35:42, 45.97882
2024-10-17 10:35:44, 40.799503
2024-10-17 10:35:46, 95.921936
2024-10-17 10:35:48, 7.715261
2024-10-17 10:35:51, 5.090004
2024-10-17 10:35:53, 51.338326
2024-10-17 10:35:55, 38.555763
2024-10-17 10:35:57, 26.07941
2024-10-17 10:35:59, 1.9812822
2024-10-17 10:36:01, 78.61202
2024-10-17 10:36:03, 64.84272
2024-10-17 10:36:05, 26.690847
2024-10-17 10:36:07, 74.78699
2024-10-17 10:36:09, 44.456886
2024-10-17 10:36:11, 64.90695
2024-10-17 10:36:13, 28.702427
2024-10-17 10:36:15, 27.15738
2024-10-17 10:36:17, 36.585766
2024-10-17 10:36:19, 60.817104
2024-10-17 10:36:21, 42.601948
2024-10-17 10:36:23, 35.11273
2024-10-17 10:36:25, 56.696053
2024-10-17 10:36:27, 23.052496
2024-10-17 10:36:29, 91.98078
2024-10-17 10:36:31, 41.119923
2024-10-17 10:36:33, 90.038574
2024-10-17 10:36:35, 94.831505
2024-10-17 10:36:37, 0.2489388
2024-10-17 10:36:39, 34.989082
2024-10-17 10:36:41, 3.9449394
2024-10-17 10:36:43, 0.81816316
2024-10-17 10:36:45, 73.7095
2024-10-17 10:36:47, 87.19712
2024-10-17 10:36:49, 40.976532
2024-10-17 10:36:51, 33.114475
2024-10-17 10:36:53, 23.08846
2024-10-17 10:36:55, 83.25353
2024-10-17 10:36:57, 42.712257
2024-10-17 10:36:59, 24.283176
2024-10-17 10:37:01, 59.239883
2024-10-17 10:37:03, 78.14049
2024-10-17 10:37:05, 47.442024
2024-10-17 10:37:07, 77.49398
2024-10-17 10:37:09, 19.54872
2024-10-17 10:37:11, 19.6567
2024-10-17 10:37:13, 44.19811
2024-10-17 10:37:15, 34.87674
2024-10-17 10:37:17, 56.58634
2024-10-17 10:37:19, 77.208885
2024-10-17 10:37:21, 26.96886
2024-10-17 10:37:23, 22.98646
2024-10-17 10:37:25, 84.69902
2024-10-17 10:37:27, 8.322406
2024-10-17 10:37:29, 87.24367
2024-10-17 10:37:31, 29.193687
2024-10-17 10:37:33, 1.104027
2024-10-17 10:37:35, 25.544632
2024-10-17 10:38:32, 1.1668861
2024-10-17 10:38:34, 66.036644
2024-10-17 10:38:36, 43.82903
